id_leggo,sigla,username,text,interactions,date
e0c50cfb097ef9953e6b0150f45c2afc,PEC 45/2019,alexisfonteyne,"📍SEMINÁRIO REFORMA TRIBUTÁRIA PEC 45/2019  Amanhã (19/09/19) das 9h às 17h15 no Espaço Citron em São Paulo, uma excelente oportunidade para o setor empresarial e sociedade civil dialogarem sobre a #ReformaTributária com as principais lideranças e especialistas no tema.   (1/2) https://t.co/GNpoiWEgrM",12,2019-09-16
e0c50cfb097ef9953e6b0150f45c2afc,PEC 45/2019,alexisfonteyne,"A reforma da Câmara, a PEC 45/2019 não vai criar o maior imposto do mundo, a reforma só vai revelar que pagamos uma das mais altas cargas de tributos sobre o consumo do mundo. A reforma é Neutra! O objetivo dela é simplificar a apuração e dar segurança juridica, nada mais. https://t.co/uWn7rs6mS7",38,2019-07-15
e0c50cfb097ef9953e6b0150f45c2afc,PEC 45/2019,alexisfonteyne,"#ReformaTributária | a PEC 45/2019, simplifica a tributação sobre consumo.  O IBS (Imposto sobre Bens e Serviços) vem para substituir: - PIS - COFINS - IPI - ICMS - ISS  Mas afinal, como funciona um imposto de valor agregado?  https://t.co/Rj0pzigq3I",196,2019-06-24
e0c50cfb097ef9953e6b0150f45c2afc,PEC 45/2019,alexisfonteyne,"Em mais um vídeo da série sobre a #ReformaTributaria, falo da cobrança de imposto na Origem, ou seja, onde o bem é produzido.   A PEC 45/2019 muda esse cenário para melhorar o ambiente de negócios, passando toda a tributação para o Destino do consumo.  🎬 https://t.co/dDJRdshcYo",28,2019-06-24
e0c50cfb097ef9953e6b0150f45c2afc,PEC 45/2019,alexisfonteyne,"Estou hoje e amanhã na CCJ da @camaradeputados debatendo com os maiores especialistas sobre a PEC 45/2019 da #ReformaTributária.   Está claro pra todos a urgência da aprovação dessa matéria, pra finalmente destravar a economia do BR e eliminar mais de 5.500 leis em todo o país! https://t.co/PuX35a85K8",38,2019-05-20
e0c50cfb097ef9953e6b0150f45c2afc,PEC 45/2019,alexisfonteyne,"Agora na CCJ com minha querida @adrianasounovo debatendo a PEC 45/2019 da #ReformaTributária  Audiência pública em breve, para termos ainda mais informações do cidadão pagador de impostos e construirmos a melhor solução para o Brasil!  #VamosRenovarTudo #timeAlexis https://t.co/WRd1fuioxI",16,2019-05-13
4bc28a86a100aad449ab24417022fb4f,PL 3239/2020,alice_portugal,"VITÓRIA DAS MULHERES!Aprovamos hoje o Pl3239/2020, da bancada do PcdoB, que autoriza o afastamento de grávidas do trabalho presencial,  durante a pandemia. A cada 10 grávidas e puérperas que morreram de Covid-19 no mundo, 8 SÃO BRASILEIRAS. Parabéns, líder @perpetua_acre !",6,2020-08-24
fe7cfbab57365f881a499a0d4d95377f,PEC 26/2020,alice_portugal,"VITÓRIA DA EDUCAÇÃO!!! O Senado acabou de aprovar, em 1º turno, por unanimidade, a PEC 26/2020, o NOVO FUNDEB! Depois da votação em 2º turno, o texto irá à promulgação!  #vitóriadaeducação #novofundeb #educaçãopública https://t.co/CB884fOpPP",6,2020-08-24
fe7cfbab57365f881a499a0d4d95377f,PEC 26/2020,alice_portugal,"📢 Hoje a PEC 26/2020 (Fundeb) será votada no senado. Vamos pedir aos senadores que votem SIM ao Fundeb na íntegra, sem destaques ou alterações! Participe agora do tuitaço #AprovaFundebIntegral!",8,2020-08-24
fe7cfbab57365f881a499a0d4d95377f,PEC 26/2020,alice_portugal,"A PEC 26/2020 sugere maior participação do governo federal no financiamento da educação básica. Entre as alterações, está o aumento da participação da União no aporte de recursos para o Fundo dos atuais 10% para 23% #AprovaFundeb",4,2020-08-17
fe7cfbab57365f881a499a0d4d95377f,PEC 26/2020,alice_portugal,"Até o fim do ano, a PEC 26/2020 ainda precisa ser votada em dois turnos no Senado - é necessário três quintos dos votos dos senadores (49) para ser aprovada. Por isso pedimos urgência na votação! #AprovaFundeb",4,2020-08-17
fe7cfbab57365f881a499a0d4d95377f,PEC 26/2020,alice_portugal,"""Por que é imprescindível constitucionalizar o CAQ? Lei a a Nota Técnica sobre PEC 26/2020 e a importância de investir para garantir um padrão de qualidade na educação pública: https://t.co/vUX34myGfu #AprovaFundeb",6,2020-08-17
fe7cfbab57365f881a499a0d4d95377f,PEC 26/2020,alice_portugal,"📢Participe agora do tuitaço #AprovaFundeb! Senador/a, não basta prometer defender a educação pública, é preciso garantir investimentos - vote SIM para a PEC 26/2020 aprovada na Câmara, sem destaques!",8,2020-08-17
fe7cfbab57365f881a499a0d4d95377f,PEC 15/2015,alice_portugal,"A PEC 15/2015 sugere maior participação do governo federal no financiamento da educação básica. Entre as alterações, está o aumento da participação da União no aporte de recursos para o Fundo dos atuais 10% para 20% até 2026 #VotaFundeb #AprovaFundeb",6,2020-07-20
fe7cfbab57365f881a499a0d4d95377f,PEC 15/2015,alice_portugal,"Até o fim do ano, a PEC 15/2015 (que trata do Fundeb) precisa ser votada em dois turnos na Câmara e em dois turnos no Senado, e precisa de três quintos dos votos dos deputados (308) e dos senadores (49) para ser aprovada. Por isso pedimos urgência na votação!  #VotaFundeb",28,2020-07-20
cc265921abc63c5090042f84ecce26fb,PL 735/2020,alice_portugal,"No Brasil estamos com alto risco de desabastecimento. Por isso, a Agricultura Familiar Camponesa está toda unida na luta pela aprovação do PL 735/2020.  #AprovaPL735ContraFome",28,2020-07-13
022e96adaaae7e4b214b09a5740eed9e,PL 1444/2020,alice_portugal,"♀️A VIDA DA MULHER IMPORTA!  Assim como a Covid-19, a violência contra a mulher se tornou pandêmica. Os índices cresceram de forma assustadora no mundo inteiro. Para proteger a vida das mulheres durante o período de isolamento, apresentamos o PL 1444/2020.",6,2020-07-06
fe7cfbab57365f881a499a0d4d95377f,PEC 15/2015,alice_portugal,"A PEC 15/2015 sugere maior participação do governo federal no financiamento da educação básica. Entre as alterações, está o aumento da participação da União no aporte de recursos para o Fundo dos atuais 10% para 20% até 2026 #VotaFundeb",6,2020-07-06
fe7cfbab57365f881a499a0d4d95377f,PEC 15/2015,alice_portugal,É fundamental aumentar a pressão para que a PEC 15/2015 seja aprovada pelo Congresso Nacional. Em tempos de pandemia é mais urgente ainda garantir os recursos para a educação no país que não consegue controlar a disseminação do novo coronavírus #VotaFundeb,2,2020-07-06
022e96adaaae7e4b214b09a5740eed9e,PL 1444/2020,alice_portugal,"#AGORA Debate sobre o PL 1444/2020, da deputada Alice Portugal (PCdoB/BA), que garante medidas urgentes de proteção à mulher vítima de violência doméstica durante a pandemia.  Acompanhe e participe 👇👇👇 https://t.co/g8YiymlFqn",8,2020-06-29
022e96adaaae7e4b214b09a5740eed9e,PL 1444/2020,alice_portugal,"Logo mais às 11h, participo deste bate-papo com @natbonavides e a jornalista Maria Paula de Andrade sobre o PL 1444/2020, de minha autoria, que garante medidas emergenciais de proteção à mulher vítima de violência doméstica durante a pandemia. Participe! Live no nosso Facebook! https://t.co/hMXaVAN0bf",4,2020-06-29
ba9b9c25cbb737369245a9b06d6cff42,PL 4162/2019,alice_portugal,Hoje é dia de luta em defesa ao direito à água e contra a privatização do setor. O Senado precisa dizer NÃO ao PL 4162/2019.  #NÃOàPrivatizaçãoDaÁgua https://t.co/IykpYqyD0a,106,2020-06-22
c9127699f9a374ed918550f552928c21,MPV 868/2018,alice_portugal,"Agora, na votação do relatório da MP 868/2018, que vai privatizar o setor do Saneamento Básico no Brasil. NÃO À PRIVATIZAÇÃO!!!!! https://t.co/RXNLdG0Op8",24,2019-05-06
d9d7113c526ad5ba3c125c29e7024d67,PL 1256/2019,alice_portugal,"VITÓRIA DAS MULHERES! O PL 1256/2019, que trata da diminuição do percentual de preenchimento de vagas para candidaturas de cada sexo, será arquivado depois de ser  rejeitado hoje na CCJ do Senado!",8,2019-04-22
cc265921abc63c5090042f84ecce26fb,PL 735/2020,alinesleutjes,"Após semanas d debates e ajustes com Relator, Dep.Zé Silva,com técnicos dos Ministérios,assessores, lideranças,APROVAMOS PL 735/2020 q beneficiará grande parte dos agricultores familiares q têm sido prejudicados pela pandemia.Mais um grande passo para o Agro! https://t.co/FpKm6XwDkT",88,2020-07-20
faa28548a976b41a6261f64b7d3e931c,PL 2630/2020,alinesleutjes,Eu sou CONTRA a PL 2630/2020 do Fake News! É inadmissível  calarmos a voz do cidadão brasileiro! Contra a lei da Mordaça ! Qual a sua opinião? Deixe nos comentários https://t.co/tcZu0DyrRP,476,2020-07-13
022e96adaaae7e4b214b09a5740eed9e,PL 1444/2020,alinesleutjes,"Em reunião neste momento na liderança,para debater os projetos PL 1444/2020 e  PL 1552/2020 , ambos sobre ações de apoio as mulheres vítimas de violência em especial neste período de pandemia. #deputadaAlineSleutjesvozdoParana #avozdoparana  #avozdamulheremBrasilia https://t.co/HMPLGNTxC9",34,2020-06-29
410c719db9d5359a008fd82675365691,PL 1552/2020,alinesleutjes,"Em reunião neste momento na liderança,para debater os projetos PL 1444/2020 e  PL 1552/2020 , ambos sobre ações de apoio as mulheres vítimas de violência em especial neste período de pandemia. #deputadaAlineSleutjesvozdoParana #avozdoparana  #avozdamulheremBrasilia https://t.co/HMPLGNTxC9",34,2020-06-29
b939dbc513955298c09d86f0c11f2421,MPV 910/2019,alinesleutjes,"São tantas as informações desencontradas sobre a MP 910/2019, da regularização fundiária. Então entenda aqui, definitivamente, o que significa ter esta medida votada e aprovada o mais rápido possível. Veja no meu… https://t.co/OTXKbYqrRm",22,2020-05-04
99c577bdfe03d40ae7e3cb4c63467664,MPV 903/2019,alinesleutjes,"Estes médicos veterinários executam atividades de auditoria fiscal agropecuária. A sanção da Lei 13.996/2020 (originada da MP 903/2019) garante que as fronteiras não fiquem expostas a riscos sanitários, preservando… https://t.co/dMJAoG6JBv",10,2020-05-04
8023a643cd263b9ef8a530ae4a2990d7,MPV 870/2019,andrepdt12,"Contra prejuízo nas políticas públicas voltadas às relações de trabalho atacados na MP 870/2019, entramos com uma ação popular no STF p/ declarar inconstitucional artigos sobre extinção do Ministério do Trabalho, orgão importante p/ equilibrar a relação patrão-empregado no Brasil https://t.co/jATkdJQaBa",14,2019-01-07
4a91f3f4737fb9f4db42f27969469511,PL 1917/2015,arnaldojardim,"A redução da judicialização do setor elétrico pavimenta o caminho para a implementação das mudanças do setor que estão em discussão no Congresso, no âmbito do PLS 232/2016 e do PL 1917/2015.",2,2020-08-17
8d5bde9685558fe7ae3b9036b693248b,PL 513/2020,arnaldojardim,Participei hoje a convite da Associação Brasileira de Recuperação Energética de Resíduos (ABREN) do webinar “Incentivo à recuperação energética de resíduos sólidos por meio do PL 513/2020” falando do meu projeto de lei sobre o tema. https://t.co/4p1DmRJS50,2,2020-07-06
f5a9a945227292b83cb390bd0395f48b,MPV 897/2019,arnaldojardim,"Com o veto, abre-se mão do único instrumento que poderia conferir algum equilíbrio à carga tributária sobre esta riqueza dantes inexistente na economia, na forma de um regime de tributação exclusiva de Imposto de Renda na Fonte, aprovado na conversão em lei da MP 897/2019”.",2,2020-06-15
aaefc5827bdc69932593f81584a85dcc,PL 2646/2020,arnaldojardim,"O PL 2646/2020 é um aperfeiçoamento da Lei Geral de Concessões (LGC), da qual fui relator na Comissão Especial sobre Parcerias Público-Privadas. Com a ajuda de especialistas, retiramos o capítulo sobre as debêntures e aprimoramos o texto, que permite a concessionárias...",2,2020-05-11
db6db123fbc8eb6e42ed4accbe9cfb45,PEC 42/2019,arnaldojardim,"Comento a audiência pública para debater a Lei Kandir e a ameaça da PEC 42/2019. A extinção da Lei Kandir além de prejudicar a economia do país, também vai resultar em perdas de arrecadação para os estados com a diminuição da atividade econômica! @fpagropecuaria https://t.co/WCoKoOmgOK",8,2019-11-04
d51d8c078dab1676b4c24b67fc66d4dd,PEC 6/2019,aroldomartins,O Brasil precisa de mudanças! Precisamos votar a reforma da previdência! Temos que crescer!  Assista ao vivo a votação da PEC 6/2019 https://t.co/Q5BV3wJIie,12,2019-07-08
fe7cfbab57365f881a499a0d4d95377f,PEC 15/2015,assis_carvalho,"Se o Fundeb não for renovado com urgência, 20 milhões de estudantes das escolas públicas serão prejudicados. Pressione os/as deputados/as para que a votação da PEC15/2015 ocorra no dia 23 de junho #23JVotaFundeb",0,2020-06-22
